original_text,cleaned_text,case_folding,tokenized_text,normalized_text,stopword_removed
"Acara berjalan dengan sangat baik. Semoga kedepannya acara webinar seperti ini terus berlanjut.		",Acara berjalan dengan sangat baik Semoga kedepannya acara webinar seperti ini terus berlanjut,acara berjalan dengan sangat baik semoga kedepannya acara webinar seperti ini terus berlanjut,"['acara', 'berjalan', 'dengan', 'sangat', 'baik', 'semoga', 'kedepannya', 'acara', 'webinar', 'seperti', 'ini', 'terus', 'berlanjut']","['acara', 'terlaksana', 'dengan', 'sangat', 'baik', 'semoga', 'ke depannya', 'acara', 'seminar', 'seperti', 'ini', 'terus', 'lanjut']","['acara', 'terlaksana', 'baik', 'semoga', 'ke depannya', 'acara', 'seminar', 'terus', 'lanjut']"
"Materinya bagus dan lengkap		",Materinya bagus dan lengkap,materinya bagus dan lengkap,"['materinya', 'bagus', 'dan', 'lengkap']","['materi', 'keren', 'dan', 'lengkap']","['materi', 'keren', 'lengkap']"
"materinya bagus sekali terutama untuk diri sendiri yg ingin berkembang lebih jauh		",materinya bagus sekali terutama untuk diri sendiri yg ingin berkembang lebih jauh,materinya bagus sekali terutama untuk diri sendiri yg ingin berkembang lebih jauh,"['materinya', 'bagus', 'sekali', 'terutama', 'untuk', 'diri', 'sendiri', 'yg', 'ingin', 'berkembang', 'lebih', 'jauh']","['materi', 'keren', 'sekali', 'terutama', 'untuk', 'diri', 'sendiri', 'yang', 'ingin', 'tumbuh', 'lebih', 'jauh']","['materi', 'keren', 'sekali', 'terutama', 'diri', 'sendiri', 'tumbuh', 'jauh']"
"Materinya mantapp		",Materinya mantapp,materinya mantapp,"['materinya', 'mantapp']","['materi', 'baik']","['materi', 'baik']"
"Materinya sangat bermanfaat		",Materinya sangat bermanfaat,materinya sangat bermanfaat,"['materinya', 'sangat', 'bermanfaat']","['materi', 'sangat', 'bermanfaat']","['materi', 'bermanfaat']"
"Materinya sangat membangun dan menarik apalagi temanya mengenai Gen Z		",Materinya sangat membangun dan menarik apalagi temanya mengenai Gen Z,materinya sangat membangun dan menarik apalagi temanya mengenai gen z,"['materinya', 'sangat', 'membangun', 'dan', 'menarik', 'apalagi', 'temanya', 'mengenai', 'gen', 'z']","['materi', 'sangat', 'membangun', 'dan', 'seru', 'apalagi', 'tema', 'mengenai', 'generasi', 'z']","['materi', 'membangun', 'seru', 'tema', 'mengenai', 'generasi', 'z']"
"NARASUMBER DATANG TERLAMBAT		",NARASUMBER DATANG TERLAMBAT,narasumber datang terlambat,"['narasumber', 'datang', 'terlambat']","['narasumber', 'undang', 'terlambat']","['narasumber', 'undang', 'terlambat']"
"Membosankan, maaf saya kritik tanpa solusi		",Membosankan maaf saya kritik tanpa solusi,membosankan maaf saya kritik tanpa solusi,"['membosankan', 'maaf', 'saya', 'kritik', 'tanpa', 'solusi']","['bosan', 'maaf', 'saya', 'kritik', 'tanpa', 'solusi']","['bosan', 'maaf', 'kritik', 'solusi']"
"mempersiapkan acara dengan lebih baik lagi		",mempersiapkan acara dengan lebih baik lagi,mempersiapkan acara dengan lebih baik lagi,"['mempersiapkan', 'acara', 'dengan', 'lebih', 'baik', 'lagi']","['siap', 'acara', 'dengan', 'lebih', 'baik', 'lagi']","['siap', 'acara', 'baik']"
"menambah wawasan untuk kedepan nya		",menambah wawasan untuk kedepan nya,menambah wawasan untuk kedepan nya,"['menambah', 'wawasan', 'untuk', 'kedepan', 'nya']","['tambah', 'pengalaman', 'untuk', 'ke depannya', 'nya']","['tambah', 'pengalaman', 'ke depannya']"
"menarik tapi sedikit membosankan karena hanya mendengarkan bintang tamu tanpa adanya PPT atau video yg menarik		",menarik tapi sedikit membosankan karena hanya mendengarkan bintang tamu tanpa adanya PPT atau video yg menarik,menarik tapi sedikit membosankan karena hanya mendengarkan bintang tamu tanpa adanya ppt atau video yg menarik,"['menarik', 'tapi', 'sedikit', 'membosankan', 'karena', 'hanya', 'mendengarkan', 'bintang', 'tamu', 'tanpa', 'adanya', 'ppt', 'atau', 'video', 'yg', 'menarik']","['seru', 'tetapi', 'sedikit', 'bosan', 'karena', 'hanya', 'dengar', 'bintang', 'tamu', 'tanpa', 'ada', 'konten', 'atau', 'konten', 'yang', 'seru']","['seru', 'sedikit', 'bosan', 'dengar', 'bintang', 'tamu', 'konten', 'konten', 'seru']"
"Menurut saya acara ini sangat menarik sekali		",Menurut saya acara ini sangat menarik sekali,menurut saya acara ini sangat menarik sekali,"['menurut', 'saya', 'acara', 'ini', 'sangat', 'menarik', 'sekali']","['menurut', 'saya', 'acara', 'ini', 'sangat', 'seru', 'sekali']","['acara', 'seru', 'sekali']"
"Menurut saya acara ini sudah berjalan dengan baik dan acaranya tertata dengan baik, jadi tidak ada kritik dan saran dari saya.		",Menurut saya acara ini sudah berjalan dengan baik dan acaranya tertata dengan baik jadi tidak ada kritik dan saran dari saya,menurut saya acara ini sudah berjalan dengan baik dan acaranya tertata dengan baik jadi tidak ada kritik dan saran dari saya,"['menurut', 'saya', 'acara', 'ini', 'sudah', 'berjalan', 'dengan', 'baik', 'dan', 'acaranya', 'tertata', 'dengan', 'baik', 'jadi', 'tidak', 'ada', 'kritik', 'dan', 'saran', 'dari', 'saya']","['menurut', 'saya', 'acara', 'ini', 'sudah', 'terlaksana', 'dengan', 'baik', 'dan', 'acara', 'tertata', 'dengan', 'baik', 'jadi', 'tidak', 'ada', 'kritik', 'dan', 'usulan', 'dari', 'saya']","['acara', 'terlaksana', 'baik', 'acara', 'tertata', 'baik', 'kritik', 'usulan']"
"Menurut saya acara ini sudah terlaksana dengan sangat baik		",Menurut saya acara ini sudah terlaksana dengan sangat baik,menurut saya acara ini sudah terlaksana dengan sangat baik,"['menurut', 'saya', 'acara', 'ini', 'sudah', 'terlaksana', 'dengan', 'sangat', 'baik']","['menurut', 'saya', 'acara', 'ini', 'sudah', 'terlaksana', 'dengan', 'sangat', 'baik']","['acara', 'terlaksana', 'baik']"
"Menurut saya acara sudah terselenggara dengan baik		",Menurut saya acara sudah terselenggara dengan baik,menurut saya acara sudah terselenggara dengan baik,"['menurut', 'saya', 'acara', 'sudah', 'terselenggara', 'dengan', 'baik']","['menurut', 'saya', 'acara', 'sudah', 'terselenggara', 'dengan', 'baik']","['acara', 'terselenggara', 'baik']"
"Menurut saya acara talkshow ini sudah terlaksana dengan amat baik.		",Menurut saya acara talkshow ini sudah terlaksana dengan amat baik,menurut saya acara talkshow ini sudah terlaksana dengan amat baik,"['menurut', 'saya', 'acara', 'talkshow', 'ini', 'sudah', 'terlaksana', 'dengan', 'amat', 'baik']","['menurut', 'saya', 'acara', 'seminar', 'ini', 'sudah', 'terlaksana', 'dengan', 'amat', 'baik']","['acara', 'seminar', 'terlaksana', 'baik']"
"Menurut saya acara yang disajikan sudah bagus, narasumber yang di datangkan sudah sangat informatif		",Menurut saya acara yang disajikan sudah bagus narasumber yang di datangkan sudah sangat informatif,menurut saya acara yang disajikan sudah bagus narasumber yang di datangkan sudah sangat informatif,"['menurut', 'saya', 'acara', 'yang', 'disajikan', 'sudah', 'bagus', 'narasumber', 'yang', 'di', 'datangkan', 'sudah', 'sangat', 'informatif']","['menurut', 'saya', 'acara', 'yang', 'disajikan', 'sudah', 'keren', 'narasumber', 'yang', 'di', 'undang', 'sudah', 'sangat', 'informatif']","['acara', 'disajikan', 'keren', 'narasumber', 'undang', 'informatif']"
"menurut saya kegiatan ini bisa untuk semua kalangan ya tidak hanya untuk anggota upn terimakasih		",menurut saya kegiatan ini bisa untuk semua kalangan ya tidak hanya untuk anggota upn terimakasih,menurut saya kegiatan ini bisa untuk semua kalangan ya tidak hanya untuk anggota upn terimakasih,"['menurut', 'saya', 'kegiatan', 'ini', 'bisa', 'untuk', 'semua', 'kalangan', 'ya', 'tidak', 'hanya', 'untuk', 'anggota', 'upn', 'terimakasih']","['menurut', 'saya', 'acara', 'ini', 'bisa', 'untuk', 'semua', 'kalangan', 'ya', 'tidak', 'hanya', 'untuk', 'peserta', 'upn', 'terima kasih']","['acara', 'kalangan', 'peserta', 'upn', 'terima kasih']"
"Menurut saya kegiatan ini sangat membangun untuk generasi penerus bangsa ini		",Menurut saya kegiatan ini sangat membangun untuk generasi penerus bangsa ini,menurut saya kegiatan ini sangat membangun untuk generasi penerus bangsa ini,"['menurut', 'saya', 'kegiatan', 'ini', 'sangat', 'membangun', 'untuk', 'generasi', 'penerus', 'bangsa', 'ini']","['menurut', 'saya', 'acara', 'ini', 'sangat', 'membangun', 'untuk', 'generasi', 'penerus', 'bangsa', 'ini']","['acara', 'membangun', 'generasi', 'penerus', 'bangsa']"
"Menurut saya kegiatan ini sudah berjalan dengan baik.		",Menurut saya kegiatan ini sudah berjalan dengan baik,menurut saya kegiatan ini sudah berjalan dengan baik,"['menurut', 'saya', 'kegiatan', 'ini', 'sudah', 'berjalan', 'dengan', 'baik']","['menurut', 'saya', 'acara', 'ini', 'sudah', 'terlaksana', 'dengan', 'baik']","['acara', 'terlaksana', 'baik']"
"menurut saya kegiatan ini sudah berjalan dengan cukup baik		",menurut saya kegiatan ini sudah berjalan dengan cukup baik,menurut saya kegiatan ini sudah berjalan dengan cukup baik,"['menurut', 'saya', 'kegiatan', 'ini', 'sudah', 'berjalan', 'dengan', 'cukup', 'baik']","['menurut', 'saya', 'acara', 'ini', 'sudah', 'terlaksana', 'dengan', 'cukup', 'baik']","['acara', 'terlaksana', 'cukup', 'baik']"
"Menurut saya rangkaian acara sejauh ini terlaksana dengan baik, narasumbernya pun dapat menyampaikan materi dengan baik dan sangat menginspirasi.		",Menurut saya rangkaian acara sejauh ini terlaksana dengan baik narasumbernya pun dapat menyampaikan materi dengan baik dan sangat menginspirasi,menurut saya rangkaian acara sejauh ini terlaksana dengan baik narasumbernya pun dapat menyampaikan materi dengan baik dan sangat menginspirasi,"['menurut', 'saya', 'rangkaian', 'acara', 'sejauh', 'ini', 'terlaksana', 'dengan', 'baik', 'narasumbernya', 'pun', 'dapat', 'menyampaikan', 'materi', 'dengan', 'baik', 'dan', 'sangat', 'menginspirasi']","['menurut', 'saya', 'rangkaian', 'acara', 'sejauh', 'ini', 'terlaksana', 'dengan', 'baik', 'narasumber', 'pun', 'dapat', 'menyampaikan', 'materi', 'dengan', 'baik', 'dan', 'sangat', 'inspirasi']","['rangkaian', 'acara', 'sejauh', 'terlaksana', 'baik', 'narasumber', 'menyampaikan', 'materi', 'baik', 'inspirasi']"
"Menurut saya sudah berjalan dengan baik, sehingga belum ada kritik dan saran yang bisa disampaikan		",Menurut saya sudah berjalan dengan baik sehingga belum ada kritik dan saran yang bisa disampaikan,menurut saya sudah berjalan dengan baik sehingga belum ada kritik dan saran yang bisa disampaikan,"['menurut', 'saya', 'sudah', 'berjalan', 'dengan', 'baik', 'sehingga', 'belum', 'ada', 'kritik', 'dan', 'saran', 'yang', 'bisa', 'disampaikan']","['menurut', 'saya', 'sudah', 'terlaksana', 'dengan', 'baik', 'sehingga', 'belum', 'ada', 'kritik', 'dan', 'usulan', 'yang', 'bisa', 'disampaikan']","['terlaksana', 'baik', 'kritik', 'usulan', 'disampaikan']"
"menurut saya, acara ini sudah terlaksana dengan baik		",menurut saya acara ini sudah terlaksana dengan baik,menurut saya acara ini sudah terlaksana dengan baik,"['menurut', 'saya', 'acara', 'ini', 'sudah', 'terlaksana', 'dengan', 'baik']","['menurut', 'saya', 'acara', 'ini', 'sudah', 'terlaksana', 'dengan', 'baik']","['acara', 'terlaksana', 'baik']"
"Menurut saya, kegiatan ini sudah bagus dan bermanfaat.		",Menurut saya kegiatan ini sudah bagus dan bermanfaat,menurut saya kegiatan ini sudah bagus dan bermanfaat,"['menurut', 'saya', 'kegiatan', 'ini', 'sudah', 'bagus', 'dan', 'bermanfaat']","['menurut', 'saya', 'acara', 'ini', 'sudah', 'keren', 'dan', 'bermanfaat']","['acara', 'keren', 'bermanfaat']"
"Di acara ini hadir pembicara pembicara yang berkualitas dengan materi materinya yang sangat bermanfaat pula.		",Di acara ini hadir pembicara pembicara yang berkualitas dengan materi materinya yang sangat bermanfaat pula,di acara ini hadir pembicara pembicara yang berkualitas dengan materi materinya yang sangat bermanfaat pula,"['di', 'acara', 'ini', 'hadir', 'pembicara', 'pembicara', 'yang', 'berkualitas', 'dengan', 'materi', 'materinya', 'yang', 'sangat', 'bermanfaat', 'pula']","['di', 'acara', 'ini', 'hadir', 'narasumber', 'narasumber', 'yang', 'berkualitas', 'dengan', 'materi', 'materi', 'yang', 'sangat', 'bermanfaat', 'pula']","['acara', 'hadir', 'narasumber', 'narasumber', 'berkualitas', 'materi', 'materi', 'bermanfaat']"
"Menurut saya, kegiatan talkshow ini sangat bermanfaat dan berlangsung dengan baik, terutama dengan kesiapannya yang sangat baik, saran saya bisa lebih baik lagi, terima kasih		",Menurut saya kegiatan talkshow ini sangat bermanfaat dan berlangsung dengan baik terutama dengan kesiapannya yang sangat baik saran saya bisa lebih baik lagi terima kasih,menurut saya kegiatan talkshow ini sangat bermanfaat dan berlangsung dengan baik terutama dengan kesiapannya yang sangat baik saran saya bisa lebih baik lagi terima kasih,"['menurut', 'saya', 'kegiatan', 'talkshow', 'ini', 'sangat', 'bermanfaat', 'dan', 'berlangsung', 'dengan', 'baik', 'terutama', 'dengan', 'kesiapannya', 'yang', 'sangat', 'baik', 'saran', 'saya', 'bisa', 'lebih', 'baik', 'lagi', 'terima', 'kasih']","['menurut', 'saya', 'acara', 'seminar', 'ini', 'sangat', 'bermanfaat', 'dan', 'dilaksanakan', 'dengan', 'baik', 'terutama', 'dengan', 'siap', 'yang', 'sangat', 'baik', 'usulan', 'saya', 'bisa', 'lebih', 'baik', 'lagi', 'terima', 'kasih']","['acara', 'seminar', 'bermanfaat', 'dilaksanakan', 'baik', 'terutama', 'siap', 'baik', 'usulan', 'baik', 'terima', 'kasih']"
"Mohon ditingkatkan lagi kemeriahan acara ini		",Mohon ditingkatkan lagi kemeriahan acara ini,mohon ditingkatkan lagi kemeriahan acara ini,"['mohon', 'ditingkatkan', 'lagi', 'kemeriahan', 'acara', 'ini']","['mohon', 'ditingkatkan', 'lagi', 'meriah', 'acara', 'ini']","['mohon', 'ditingkatkan', 'meriah', 'acara']"
"mohon izin, untuk materi jgn terlalu panjang dikarenakan jg sudah siang		",mohon izin untuk materi jgn terlalu panjang dikarenakan jg sudah siang,mohon izin untuk materi jgn terlalu panjang dikarenakan jg sudah siang,"['mohon', 'izin', 'untuk', 'materi', 'jgn', 'terlalu', 'panjang', 'dikarenakan', 'jg', 'sudah', 'siang']","['mohon', 'izin', 'untuk', 'materi', 'jangan', 'terlalu', 'panjang', 'karena', 'juga', 'sudah', 'waktu']","['mohon', 'izin', 'materi', 'jangan', 'terlalu', 'panjang', 'waktu']"
"mungkin bisa ditingkatkan jaringannya, karena yang menonton di youtube gambarnya agak kurang bagus, tapi overall okee		",mungkin bisa ditingkatkan jaringannya karena yang menonton di youtube gambarnya agak kurang bagus tapi overall okee,mungkin bisa ditingkatkan jaringannya karena yang menonton di youtube gambarnya agak kurang bagus tapi overall okee,"['mungkin', 'bisa', 'ditingkatkan', 'jaringannya', 'karena', 'yang', 'menonton', 'di', 'youtube', 'gambarnya', 'agak', 'kurang', 'bagus', 'tapi', 'overall', 'okee']","['mungkin', 'bisa', 'ditingkatkan', 'jaringan', 'karena', 'yang', 'menonton', 'di', 'youtube', 'gambar', 'agak', 'kurang', 'keren', 'tetapi', 'seluruh', 'baik']","['mungkin', 'ditingkatkan', 'jaringan', 'menonton', 'youtube', 'gambar', 'keren', 'seluruh', 'baik']"
"Mungkin bisa lebih efisien dalam waktu khususnya pesan2 sponsor agar tidak terlalu menyita waktu bisa dipecah2 saat tengah2 sesi		",Mungkin bisa lebih efisien dalam waktu khususnya pesan sponsor agar tidak terlalu menyita waktu bisa dipecah saat tengah sesi,mungkin bisa lebih efisien dalam waktu khususnya pesan sponsor agar tidak terlalu menyita waktu bisa dipecah saat tengah sesi,"['mungkin', 'bisa', 'lebih', 'efisien', 'dalam', 'waktu', 'khususnya', 'pesan', 'sponsor', 'agar', 'tidak', 'terlalu', 'menyita', 'waktu', 'bisa', 'dipecah', 'saat', 'tengah', 'sesi']","['mungkin', 'bisa', 'lebih', 'efisien', 'dalam', 'waktu', 'khusus', 'pesan', 'sponsor', 'agar', 'tidak', 'terlalu', 'menyita', 'waktu', 'bisa', 'pecah', 'saat', 'tengah', 'sesi']","['mungkin', 'efisien', 'waktu', 'khusus', 'pesan', 'sponsor', 'terlalu', 'menyita', 'waktu', 'pecah', 'tengah', 'sesi']"
"Mungkin bisa lebih interaktif, tetapi acara sudah terlaksana dengan baik		",Mungkin bisa lebih interaktif tetapi acara sudah terlaksana dengan baik,mungkin bisa lebih interaktif tetapi acara sudah terlaksana dengan baik,"['mungkin', 'bisa', 'lebih', 'interaktif', 'tetapi', 'acara', 'sudah', 'terlaksana', 'dengan', 'baik']","['mungkin', 'bisa', 'lebih', 'interaksi', 'tetapi', 'acara', 'sudah', 'terlaksana', 'dengan', 'baik']","['mungkin', 'interaksi', 'acara', 'terlaksana', 'baik']"
"Mungkin bisa lebih ontime, agar waktu acara tidak molor		",Mungkin bisa lebih ontime agar waktu acara tidak molor,mungkin bisa lebih ontime agar waktu acara tidak molor,"['mungkin', 'bisa', 'lebih', 'ontime', 'agar', 'waktu', 'acara', 'tidak', 'molor']","['mungkin', 'bisa', 'lebih', 'tepat waktu', 'agar', 'waktu', 'acara', 'tidak', 'terlambat']","['mungkin', 'tepat waktu', 'waktu', 'acara', 'terlambat']"
"Mungkin karena jadwal nya siang sehingga membuat para peserta menjadi kurang bersemangat		",Mungkin karena jadwal nya siang sehingga membuat para peserta menjadi kurang bersemangat,mungkin karena jadwal nya siang sehingga membuat para peserta menjadi kurang bersemangat,"['mungkin', 'karena', 'jadwal', 'nya', 'siang', 'sehingga', 'membuat', 'para', 'peserta', 'menjadi', 'kurang', 'bersemangat']","['mungkin', 'karena', 'jadwal', 'nya', 'waktu', 'sehingga', 'membuat', 'para', 'peserta', 'menjadi', 'kurang', 'semangat']","['mungkin', 'jadwal', 'waktu', 'membuat', 'peserta', 'menjadi', 'semangat']"
"Mungkin lebih perbanyak koordinasi ke semua pihak untuk kedepannya.		",Mungkin lebih perbanyak koordinasi ke semua pihak untuk kedepannya,mungkin lebih perbanyak koordinasi ke semua pihak untuk kedepannya,"['mungkin', 'lebih', 'perbanyak', 'koordinasi', 'ke', 'semua', 'pihak', 'untuk', 'kedepannya']","['mungkin', 'lebih', 'banyak', 'koordinasi', 'ke', 'semua', 'pihak', 'untuk', 'ke depannya']","['mungkin', 'banyak', 'koordinasi', 'pihak', 'ke depannya']"
"Mungkin pemaparan dari pemateri durasinya bisa lebih panjang hehe		",Mungkin pemaparan dari pemateri durasinya bisa lebih panjang hehe,mungkin pemaparan dari pemateri durasinya bisa lebih panjang hehe,"['mungkin', 'pemaparan', 'dari', 'pemateri', 'durasinya', 'bisa', 'lebih', 'panjang', 'hehe']","['mungkin', 'pemaparan', 'dari', 'narasumber', 'durasi', 'bisa', 'lebih', 'panjang', 'hehe']","['mungkin', 'pemaparan', 'narasumber', 'durasi', 'panjang']"
"Mungkin untuk kedepannya bisa diperbaiki lagi time management nya supaya tidak telat lagi		",Mungkin untuk kedepannya bisa diperbaiki lagi time management nya supaya tidak telat lagi,mungkin untuk kedepannya bisa diperbaiki lagi time management nya supaya tidak telat lagi,"['mungkin', 'untuk', 'kedepannya', 'bisa', 'diperbaiki', 'lagi', 'time', 'management', 'nya', 'supaya', 'tidak', 'telat', 'lagi']","['mungkin', 'untuk', 'ke depannya', 'bisa', 'perbaiki', 'lagi', 'waktu', 'manajemen', 'nya', 'supaya', 'tidak', 'terlambat', 'lagi']","['mungkin', 'ke depannya', 'perbaiki', 'waktu', 'manajemen', 'terlambat']"
"Mungkin untuk selanjutnya format namanya di samaan agar tau darimana asal masing masing peserta kegiatan		",Mungkin untuk selanjutnya format namanya di samaan agar tau darimana asal masing masing peserta kegiatan,mungkin untuk selanjutnya format namanya di samaan agar tau darimana asal masing masing peserta kegiatan,"['mungkin', 'untuk', 'selanjutnya', 'format', 'namanya', 'di', 'samaan', 'agar', 'tau', 'darimana', 'asal', 'masing', 'masing', 'peserta', 'kegiatan']","['mungkin', 'untuk', 'lanjut', 'format', 'nama', 'di', 'sama', 'agar', 'tahu', 'dari mana', 'asal', 'masing', 'masing', 'peserta', 'acara']","['mungkin', 'lanjut', 'format', 'nama', 'sama', 'tahu', 'dari mana', 'asal', 'masing', 'masing', 'peserta', 'acara']"
"Mungkin waktu pelaksanaannya sore		",Mungkin waktu pelaksanaannya sore,mungkin waktu pelaksanaannya sore,"['mungkin', 'waktu', 'pelaksanaannya', 'sore']","['mungkin', 'waktu', 'pelaksanaan', 'waktu']","['mungkin', 'waktu', 'pelaksanaan', 'waktu']"
"Naarasumbernya keren-keren		",Naarasumbernya kerenkeren,naarasumbernya kerenkeren,"['naarasumbernya', 'kerenkeren']","['narasumber', 'keren']","['narasumber', 'keren']"
"Narasumber mungkin untuk acara berikutnya bisa lebih dalam lagi mengenai materi tentang anak muda jaman sekarang		",Narasumber mungkin untuk acara berikutnya bisa lebih dalam lagi mengenai materi tentang anak muda jaman sekarang,narasumber mungkin untuk acara berikutnya bisa lebih dalam lagi mengenai materi tentang anak muda jaman sekarang,"['narasumber', 'mungkin', 'untuk', 'acara', 'berikutnya', 'bisa', 'lebih', 'dalam', 'lagi', 'mengenai', 'materi', 'tentang', 'anak', 'muda', 'jaman', 'sekarang']","['narasumber', 'mungkin', 'untuk', 'acara', 'lanjut', 'bisa', 'lebih', 'dalam', 'lagi', 'mengenai', 'materi', 'tentang', 'anak', 'muda', 'zaman', 'sekarang']","['narasumber', 'mungkin', 'acara', 'lanjut', 'mengenai', 'materi', 'anak', 'muda', 'zaman', 'sekarang']"
"Narasumbernya tidak tepat waktu sehingga memperlama acara, semoga di acara selanjutnya tidak terjadi hal serupa		",Narasumbernya tidak tepat waktu sehingga memperlama acara semoga di acara selanjutnya tidak terjadi hal serupa,narasumbernya tidak tepat waktu sehingga memperlama acara semoga di acara selanjutnya tidak terjadi hal serupa,"['narasumbernya', 'tidak', 'tepat', 'waktu', 'sehingga', 'memperlama', 'acara', 'semoga', 'di', 'acara', 'selanjutnya', 'tidak', 'terjadi', 'hal', 'serupa']","['narasumber', 'tidak', 'tepat', 'waktu', 'sehingga', 'lama', 'acara', 'semoga', 'di', 'acara', 'lanjut', 'tidak', 'berlangsung', 'hal', 'serupa']","['narasumber', 'tepat', 'waktu', 'lama', 'acara', 'semoga', 'acara', 'lanjut', 'berlangsung', 'serupa']"
"narsum lebih tepat waktu		",narsum lebih tepat waktu,narsum lebih tepat waktu,"['narsum', 'lebih', 'tepat', 'waktu']","['narasumber', 'lebih', 'tepat', 'waktu']","['narasumber', 'tepat', 'waktu']"
"Panitia sudah tepat waktu dan gercep		",Panitia sudah tepat waktu dan gercep,panitia sudah tepat waktu dan gercep,"['panitia', 'sudah', 'tepat', 'waktu', 'dan', 'gercep']","['penyelenggara', 'sudah', 'tepat', 'waktu', 'dan', 'cepat']","['penyelenggara', 'tepat', 'waktu', 'cepat']"
"Pelaksanaan sudah terlaksana dengan baik		",Pelaksanaan sudah terlaksana dengan baik,pelaksanaan sudah terlaksana dengan baik,"['pelaksanaan', 'sudah', 'terlaksana', 'dengan', 'baik']","['pelaksanaan', 'sudah', 'terlaksana', 'dengan', 'baik']","['pelaksanaan', 'terlaksana', 'baik']"
"Pemaparan dari pihak acara & narasumber terkadang terputus-putus, semoga lebih diperhatikan untuk permasalahan ini, khususnya dari pihak acara.		",Pemaparan dari pihak acara narasumber terkadang terputusputus semoga lebih diperhatikan untuk permasalahan ini khususnya dari pihak acara,pemaparan dari pihak acara narasumber terkadang terputusputus semoga lebih diperhatikan untuk permasalahan ini khususnya dari pihak acara,"['pemaparan', 'dari', 'pihak', 'acara', 'narasumber', 'terkadang', 'terputusputus', 'semoga', 'lebih', 'diperhatikan', 'untuk', 'permasalahan', 'ini', 'khususnya', 'dari', 'pihak', 'acara']","['pemaparan', 'dari', 'pihak', 'acara', 'narasumber', 'terkadang', 'gangguan', 'semoga', 'lebih', 'perhatikan', 'untuk', 'kendala', 'ini', 'khusus', 'dari', 'pihak', 'acara']","['pemaparan', 'pihak', 'acara', 'narasumber', 'terkadang', 'gangguan', 'semoga', 'perhatikan', 'kendala', 'khusus', 'pihak', 'acara']"
"Pemateri dan mc nya tidak membosankan		",Pemateri dan mc nya tidak membosankan,pemateri dan mc nya tidak membosankan,"['pemateri', 'dan', 'mc', 'nya', 'tidak', 'membosankan']","['narasumber', 'dan', 'mc', 'nya', 'tidak', 'bosan']","['narasumber', 'mc', 'bosan']"
"Pematerinya tidak tepat waktu sehingga acara jadi lebih lama, semoga talkshow selanjutnya tidak terjadi hal serupa		",Pematerinya tidak tepat waktu sehingga acara jadi lebih lama semoga talkshow selanjutnya tidak terjadi hal serupa,pematerinya tidak tepat waktu sehingga acara jadi lebih lama semoga talkshow selanjutnya tidak terjadi hal serupa,"['pematerinya', 'tidak', 'tepat', 'waktu', 'sehingga', 'acara', 'jadi', 'lebih', 'lama', 'semoga', 'talkshow', 'selanjutnya', 'tidak', 'terjadi', 'hal', 'serupa']","['narasumber', 'tidak', 'tepat', 'waktu', 'sehingga', 'acara', 'jadi', 'lebih', 'lama', 'semoga', 'seminar', 'lanjut', 'tidak', 'berlangsung', 'hal', 'serupa']","['narasumber', 'tepat', 'waktu', 'acara', 'lama', 'semoga', 'seminar', 'lanjut', 'berlangsung', 'serupa']"
"pemberian materi lancar dan koneksi bagus		",pemberian materi lancar dan koneksi bagus,pemberian materi lancar dan koneksi bagus,"['pemberian', 'materi', 'lancar', 'dan', 'koneksi', 'bagus']","['pemberian', 'materi', 'sukses', 'dan', 'koneksi', 'keren']","['pemberian', 'materi', 'sukses', 'koneksi', 'keren']"
"Pembicaraannya sangat bagus		",Pembicaraannya sangat bagus,pembicaraannya sangat bagus,"['pembicaraannya', 'sangat', 'bagus']","['narasumber', 'sangat', 'keren']","['narasumber', 'keren']"
"Pengisian waktu kosong, dan waktu acara		",Pengisian waktu kosong dan waktu acara,pengisian waktu kosong dan waktu acara,"['pengisian', 'waktu', 'kosong', 'dan', 'waktu', 'acara']","['pengisian', 'waktu', 'kosong', 'dan', 'waktu', 'acara']","['pengisian', 'waktu', 'kosong', 'waktu', 'acara']"
"Penyampaian dan isi materinya sangat bagus dan untuk memotivasi generasi internet pemuda.		",Penyampaian dan isi materinya sangat bagus dan untuk memotivasi generasi internet pemuda,penyampaian dan isi materinya sangat bagus dan untuk memotivasi generasi internet pemuda,"['penyampaian', 'dan', 'isi', 'materinya', 'sangat', 'bagus', 'dan', 'untuk', 'memotivasi', 'generasi', 'internet', 'pemuda']","['penyampaian', 'dan', 'isi', 'materi', 'sangat', 'keren', 'dan', 'untuk', 'inspiratif', 'generasi', 'internet', 'pemuda']","['penyampaian', 'isi', 'materi', 'keren', 'inspiratif', 'generasi', 'internet', 'pemuda']"
"penyampaian materi yang disampaikan sudah sangat dimengerti		",penyampaian materi yang disampaikan sudah sangat dimengerti,penyampaian materi yang disampaikan sudah sangat dimengerti,"['penyampaian', 'materi', 'yang', 'disampaikan', 'sudah', 'sangat', 'dimengerti']","['penyampaian', 'materi', 'yang', 'disampaikan', 'sudah', 'sangat', 'mengerti']","['penyampaian', 'materi', 'disampaikan', 'mengerti']"
"Penyampaian yg lebih menarik lagi		",Penyampaian yg lebih menarik lagi,penyampaian yg lebih menarik lagi,"['penyampaian', 'yg', 'lebih', 'menarik', 'lagi']","['penyampaian', 'yang', 'lebih', 'seru', 'lagi']","['penyampaian', 'seru']"
